state,county,cases,year,fips,prcp,avtemp,str_year,size
Mississippi,Leake County,0,2003,28079,1718.7257758246528,17.082927343580458,pop2003,21961
Mississippi,Lee County,1,2003,28081,1676.8881401449946,16.016285314398296,pop2003,77343
Mississippi,Leflore County,0,2003,28083,1353.4531391942223,16.908208270405613,pop2003,35134
Mississippi,Lincoln County,0,2003,28085,1404.5894409179687,18.086346244812013,pop2003,33344
Mississippi,Lowndes County,1,2003,28087,1809.9127618197738,16.79166425507644,pop2003,60228
Mississippi,Madison County,0,2003,28089,1498.8852434430803,17.32233650570824,pop2003,79780
Mississippi,Marion County,0,2003,28091,1541.8774976228412,18.65205528861598,pop2003,25145
Mississippi,Marshall County,0,2003,28093,1585.4481189085705,15.398912165424612,pop2003,35595
Mississippi,Monroe County,0,2003,28095,1751.8966422245421,16.206762955106537,pop2003,37538
Mississippi,Montgomery County,0,2003,28097,1581.4600016276042,15.824628315274678,pop2003,11729
Mississippi,Neshoba County,0,2003,28099,1908.0085530598958,17.22471154530843,pop2003,29024
Mississippi,Newton County,0,2003,28101,1897.2153717041015,17.10877921581268,pop2003,21802
Mississippi,Noxubee County,0,2003,28103,1671.122792233703,16.95444892555155,pop2003,12134
Mississippi,Oktibbeha County,0,2003,28105,1624.5372438292572,16.596567015716996,pop2003,42223
Mississippi,Panola County,0,2003,28107,1566.6896110983455,16.05964053845873,pop2003,34828
Mississippi,Pearl River County,0,2003,28109,1729.1446501079358,18.731650268822385,pop2003,50475
Mississippi,Perry County,0,2003,28111,1784.9273206922744,18.41320646074083,pop2003,12200
Mississippi,Pike County,0,2003,28113,1449.839475434402,18.635506333975957,pop2003,38497
Mississippi,Pontotoc County,0,2003,28115,1667.734854561942,15.754873834337507,pop2003,27689
Mississippi,Prentiss County,0,2003,28117,1567.4851546748991,15.393606232058618,pop2003,25643
Mississippi,Quitman County,0,2003,28119,1574.6879036195817,16.407778832220263,pop2003,9567
Mississippi,Rankin County,0,2003,28121,1545.5666100638252,17.645912851606095,pop2003,124368
Mississippi,Scott County,0,2003,28123,1782.2503477584485,17.461583204047624,pop2003,28568
Mississippi,Sharkey County,0,2003,28125,1222.5154263771187,17.81674863524356,pop2003,6186
Mississippi,Simpson County,0,2003,28127,1491.6514495481927,17.51760236900973,pop2003,27507
Mississippi,Smith County,0,2003,28129,1572.88259765625,17.443949489593507,pop2003,15851
Mississippi,Stone County,2,2003,28131,1784.9193073141164,18.91930833356134,pop2003,14138
Mississippi,Sunflower County,0,2003,28133,1336.2041159237133,17.127416330225326,pop2003,33187
Mississippi,Tallahatchie County,0,2003,28135,1493.9681881824172,16.423481470131012,pop2003,14185
Mississippi,Tate County,0,2003,28137,1523.447218153212,15.763246889467593,pop2003,25727
Mississippi,Tippah County,0,2003,28139,1609.057060690487,14.947698523016538,pop2003,20981
Mississippi,Tishomingo County,1,2003,28141,1565.9342429421165,14.777102903886275,pop2003,18889
Mississippi,Tunica County,0,2003,28143,1318.9874267578125,16.283532171538383,pop2003,9988
Mississippi,Union County,0,2003,28145,1654.9015674591064,15.60284572839737,pop2003,26043
Mississippi,Walthall County,0,2003,28147,1536.5942862374443,18.640365191868373,pop2003,14988
Mississippi,Warren County,1,2003,28149,1383.4674742981629,18.00115983564775,pop2003,48793
Mississippi,Washington County,0,2003,28151,1166.9731605931331,17.587964225233648,pop2003,59160
Mississippi,Wayne County,1,2003,28153,1859.2556492017663,17.61753810384999,pop2003,21011
Mississippi,Webster County,0,2003,28155,1599.1263631184895,16.026637626416754,pop2003,9950
Mississippi,Wilkinson County,0,2003,28157,1508.4068522135417,18.871098345801943,pop2003,10294
Mississippi,Winston County,0,2003,28159,1727.4579963235294,16.809013232062846,pop2003,19850
Mississippi,Yalobusha County,0,2003,28161,1605.007208658854,15.849556668599446,pop2003,13408
Mississippi,Yazoo County,0,2003,28163,1306.2028985507247,17.500201391137164,pop2003,27804
Missouri,Adair County,0,2003,29001,915.4902089436849,10.650650590658188,pop2003,24785
Missouri,Andrew County,0,2003,29003,762.7509083933644,11.360494043919948,pop2003,16613
Missouri,Atchison County,0,2003,29005,706.6073154356421,10.752750978237245,pop2003,6276
Missouri,Audrain County,0,2003,29007,1143.2507644911943,11.84944388017816,pop2003,25741
Missouri,Barry County,0,2003,29009,1077.5989818572998,13.22828870266676,pop2003,34687
Missouri,Barton County,0,2003,29011,1136.9302220606542,13.399515089097914,pop2003,12900
Missouri,Bates County,1,2003,29013,998.0495190429688,12.636275688171386,pop2003,16999
Missouri,Benton County,1,2003,29015,1106.5266027529378,12.661805097721825,pop2003,17819
Missouri,Bollinger County,0,2003,29017,1245.9935404459636,12.957373678684235,pop2003,12212
Missouri,Boone County,0,2003,29019,1170.2115549624546,12.36452710975721,pop2003,141544
Missouri,Buchanan County,2,2003,29021,783.8707430255947,11.975706513248273,pop2003,86315
Missouri,Butler County,1,2003,29023,1234.0570429262907,14.013086534583051,pop2003,40686
Missouri,Caldwell County,0,2003,29025,896.5914756899974,11.122604510823233,pop2003,9086
Missouri,Callaway County,0,2003,29027,1117.4875223322433,12.136634346126586,pop2003,41928
Missouri,Camden County,2,2003,29029,1196.4588939525463,12.845331403944227,pop2003,38004
Missouri,Cape Girardeau County,4,2003,29031,1241.19636258212,13.45543605631048,pop2003,69813
Missouri,Carroll County,0,2003,29033,942.1921731700068,11.695218500883684,pop2003,10100
Missouri,Carter County,0,2003,29035,1170.1819976806642,12.988821375370026,pop2003,5908
Missouri,Cass County,0,2003,29037,933.7727587469693,12.56315696650538,pop2003,88480
Missouri,Cedar County,2,2003,29039,1102.9132009652944,13.322483392862173,pop2003,13819
Missouri,Chariton County,0,2003,29041,1025.8215528015696,11.618448021215036,pop2003,8127
Missouri,Christian County,0,2003,29043,1008.7029326065727,12.575240041898644,pop2003,60925
Missouri,Clark County,1,2003,29045,1014.9692168793121,10.99395885715237,pop2003,7274
Missouri,Clay County,2,2003,29047,876.6921346695697,12.084894164663847,pop2003,196380
Missouri,Clinton County,0,2003,29049,863.5502957016674,11.531498723955297,pop2003,20112
Missouri,Cole County,0,2003,29051,1152.802275686553,12.516176801739316,pop2003,72571
Missouri,Cooper County,0,2003,29053,1100.0564682904412,12.33856616300695,pop2003,16904
Missouri,Crawford County,0,2003,29055,1046.2772524772433,12.139374584232995,pop2003,23423
Missouri,Dade County,0,2003,29057,1040.6931642231189,13.178669364828812,pop2003,7703
Missouri,Dallas County,0,2003,29059,1096.507177734375,12.88384314144359,pop2003,15936
Missouri,Daviess County,1,2003,29061,835.8556688446359,11.029207465574913,pop2003,8010
Missouri,DeKalb County,0,2003,29063,797.3909052068537,11.18791980454416,pop2003,12999
Missouri,Dent County,0,2003,29065,1056.3757554540093,12.819734276465649,pop2003,14887
Missouri,Douglas County,0,2003,29067,1069.3963178668105,12.97311472474483,pop2003,13161
Missouri,Dunklin County,0,2003,29069,1323.4224305764224,14.718183774214525,pop2003,32373
Missouri,Franklin County,2,2003,29071,1112.3614393260382,12.443472058805702,pop2003,96329
Missouri,Gasconade County,0,2003,29073,1049.308218044705,12.013012070126004,pop2003,15430
Missouri,Gentry County,2,2003,29075,747.0555548020351,10.907858024408787,pop2003,6480
Missouri,Greene County,0,2003,29077,1055.0473763178852,12.920421470716162,pop2003,247583
Missouri,Grundy County,0,2003,29079,857.8988551548549,10.957798249380929,pop2003,10203
Missouri,Harrison County,1,2003,29081,759.4992736816406,10.528369331359864,pop2003,8713
Missouri,Henry County,3,2003,29083,1029.0049012382076,12.46999096420576,pop2003,22368
Missouri,Hickory County,0,2003,29085,1109.1069260817308,12.936364144545335,pop2003,8950
Missouri,Holt County,0,2003,29087,722.2729105889043,11.362508930737459,pop2003,5137
Missouri,Howard County,0,2003,29089,1135.9818235585387,12.098558076670471,pop2003,9942
Missouri,Howell County,1,2003,29091,1219.081339791317,13.288422494926708,pop2003,37327
Missouri,Iron County,1,2003,29093,1248.2477144907757,12.317284078483121,pop2003,10253
Missouri,Jackson County,15,2003,29095,949.9589891755179,12.623278542850795,pop2003,666782
Missouri,Jasper County,2,2003,29097,1051.2597756857401,13.661727150717935,pop2003,108162
Missouri,Jefferson County,0,2003,29099,1151.1686975097657,12.742308349609376,pop2003,205097
Missouri,Johnson County,2,2003,29101,974.7156651814779,12.158719444274903,pop2003,50538
Missouri,Knox County,0,2003,29103,1047.6299986405807,11.082655288956381,pop2003,4204
Missouri,Laclede County,0,2003,29105,1141.9598305204995,12.959795902936886,pop2003,33118
Missouri,Lafayette County,0,2003,29107,931.7982102879938,12.037290105279887,pop2003,32876
Missouri,Lawrence County,0,2003,29109,1073.04533663663,13.102192705327814,pop2003,36095
Missouri,Lewis County,0,2003,29111,1062.1807120186943,11.264561971028646,pop2003,10218
Missouri,Lincoln County,1,2003,29113,1155.7130719175434,12.264089962043384,pop2003,43859
Missouri,Linn County,0,2003,29115,919.4754174550375,11.172809511423111,pop2003,13313
Missouri,Livingston County,3,2003,29117,963.7475527499585,11.334566471424509,pop2003,14263
Missouri,McDonald County,1,2003,29119,1025.2493286132812,13.731872204984173,pop2003,22074
Missouri,Macon County,0,2003,29121,979.5752334594727,11.348096013069153,pop2003,15537
Missouri,Madison County,1,2003,29123,1189.289863987973,12.339682553943835,pop2003,11797
Missouri,Maries County,1,2003,29125,1092.5849360076475,12.20283865592849,pop2003,8734
Missouri,Marion County,0,2003,29127,997.3594583047403,11.580423445314974,pop2003,28168
Missouri,Mercer County,0,2003,29129,823.7865713936942,10.307660184587752,pop2003,3615
Missouri,Miller County,1,2003,29131,1175.8742890410372,12.686093875340053,pop2003,24051
Missouri,Mississippi County,1,2003,29133,1301.8721067194354,13.886473655700684,pop2003,13506
Missouri,Moniteau County,0,2003,29135,1159.424690246582,12.379119873046875,pop2003,14950
Missouri,Monroe County,0,2003,29137,1083.7439973530015,11.696396044680947,pop2003,9262
Missouri,Montgomery County,0,2003,29139,1151.9356609143708,12.137353621031108,pop2003,11927
Missouri,Morgan County,0,2003,29141,1216.3793739720395,12.449725452222323,pop2003,19917
Missouri,New Madrid County,0,2003,29143,1292.6042234088302,14.307448430892524,pop2003,18894
Missouri,Newton County,1,2003,29145,1112.6107564946656,13.46804932625063,pop2003,53751
Missouri,Nodaway County,2,2003,29147,727.0980013333834,10.620114803314209,pop2003,21936
Missouri,Oregon County,0,2003,29149,1169.1526151216947,13.31182723412147,pop2003,10278
Missouri,Osage County,0,2003,29151,1120.8544030761718,12.194001665115357,pop2003,13224
Missouri,Ozark County,0,2003,29153,1057.6066446304321,13.536071598529816,pop2003,9448
Missouri,Pemiscot County,0,2003,29155,1392.0181477864583,14.799845177450297,pop2003,19470
Missouri,Perry County,1,2003,29157,1104.142038345337,12.803060576319695,pop2003,18211
Missouri,Pettis County,0,2003,29159,1054.6740694399234,12.269778163344771,pop2003,39485
Missouri,Phelps County,2,2003,29161,1105.3037945782696,12.395129954373395,pop2003,41095
Missouri,Pike County,0,2003,29163,1106.2138790389868,11.682161414507524,pop2003,18390
Missouri,Platte County,0,2003,29165,803.1043533817415,12.458300452078543,pop2003,80411
Missouri,Polk County,0,2003,29167,1054.773405976348,13.03436445927882,pop2003,28216
Missouri,Pulaski County,0,2003,29169,1096.98583257766,12.812059005101522,pop2003,44586
Missouri,Putnam County,0,2003,29171,889.1106395232372,10.061824798583984,pop2003,5091
Missouri,Ralls County,0,2003,29173,1053.972175011268,11.622525117336176,pop2003,9570
Missouri,Randolph County,0,2003,29175,1088.1721927172516,11.87469519001164,pop2003,25008
Missouri,Ray County,0,2003,29177,902.576022755016,11.665974887934597,pop2003,23608
Missouri,Reynolds County,0,2003,29179,1256.0556104706554,12.458848906726372,pop2003,6545
Missouri,Ripley County,1,2003,29181,1239.0385398864746,13.51806769768397,pop2003,13545
Missouri,St. Charles County,0,2003,29183,1151.5556398901608,12.527351048913333,pop2003,310632
Missouri,St. Clair County,0,2003,29185,1125.8069949529868,13.06119536509556,pop2003,9483
Missouri,Ste. Genevieve County,0,2003,29186,1061.9735625802655,12.647031980018093,pop2003,17921
Missouri,St. Francois County,0,2003,29187,1114.3402786254883,12.210053205490112,pop2003,57693
Missouri,St. Louis County,2,2003,29189,1241.2078088211686,13.04836412978499,pop2003,1008956
Missouri,Saline County,2,2003,29195,1094.9330275078783,11.976214296677533,pop2003,22869
Missouri,Schuyler County,0,2003,29197,897.8855080117985,10.437379233691157,pop2003,4158
Missouri,Scotland County,0,2003,29199,970.8661472865514,10.730125590733119,pop2003,4862
Missouri,Scott County,1,2003,29201,1339.9275867092995,13.710277665045954,pop2003,40398
Missouri,Shannon County,0,2003,29203,1191.6541900634766,12.71388652517989,pop2003,8180
Missouri,Shelby County,0,2003,29205,1044.7212821764824,11.34162660745474,pop2003,6646
Missouri,Stoddard County,0,2003,29207,1260.6780029296874,13.987737648010254,pop2003,29611
Missouri,Stone County,0,2003,29209,1053.4272619796127,13.282100991026995,pop2003,29905
Missouri,Sullivan County,0,2003,29211,827.6588869448061,10.533695238607901,pop2003,7074
Missouri,Taney County,2,2003,29213,1062.8678870567908,13.393500410593473,pop2003,41522
Missouri,Texas County,0,2003,29215,1193.0262769911023,12.700078704622056,pop2003,23978
Missouri,Vernon County,0,2003,29217,1118.2640770545372,13.202829845135028,pop2003,20185
Missouri,Warren County,0,2003,29219,1123.7869208840764,12.427361530416151,pop2003,26872
Missouri,Washington County,1,2003,29221,1050.3856775316142,11.995949171357235,pop2003,23721
Missouri,Wayne County,0,2003,29223,1301.6076723296067,13.037095168541217,pop2003,13060
Missouri,Webster County,0,2003,29225,1006.4276768883993,12.803479128105696,pop2003,32848
Missouri,Worth County,0,2003,29227,774.755407384924,10.5021542987308,pop2003,2218
Missouri,Wright County,0,2003,29229,1095.0835302016314,12.70584722593719,pop2003,17976
Missouri,St. Louis city,0,2003,29510,1248.6145352450285,13.346356045116078,pop2003,348039
Montana,Beaverhead County,0,2003,30001,466.8398521052354,4.033846062850246,pop2003,8831
Montana,Big Horn County,0,2003,30003,383.09532828409164,8.166853402202525,pop2003,12732
Montana,Blaine County,0,2003,30005,312.7067936459916,6.297939930262923,pop2003,6709
Montana,Broadwater County,0,2003,30007,396.87525903783137,6.738813203657973,pop2003,4357
Montana,Carbon County,0,2003,30009,418.00243625587444,6.754913290821705,pop2003,9653
Montana,Carter County,0,2003,30011,355.5626257071223,7.5662939552610196,pop2003,1302
Montana,Cascade County,0,2003,30013,366.9273478939659,7.0930873559650625,pop2003,81065
Montana,Chouteau County,0,2003,30015,342.87622633777215,7.5011553134558335,pop2003,5497
Montana,Custer County,0,2003,30017,309.55165742333253,8.062832409588259,pop2003,11271
Montana,Daniels County,0,2003,30019,334.06950957629147,4.51709115651189,pop2003,1875
Montana,Dawson County,0,2003,30021,320.97901715248895,6.982556560342546,pop2003,8644
Montana,Deer Lodge County,0,2003,30023,616.0976747024891,4.066401815229608,pop2003,8982
Montana,Fallon County,0,2003,30025,348.5499261968276,7.153972720398622,pop2003,2714
Montana,Fergus County,0,2003,30027,397.77112130733326,7.349816388225928,pop2003,11434
Montana,Flathead County,0,2003,30029,855.1176270255507,4.867524632744033,pop2003,79167
Montana,Gallatin County,0,2003,30031,592.9190176555088,5.06096111570618,pop2003,74723
Montana,Garfield County,0,2003,30033,346.13898760226056,7.771197705385433,pop2003,1234
Montana,Glacier County,0,2003,30035,550.5158344719691,4.8948872589259835,pop2003,13246
Montana,Golden Valley County,0,2003,30037,354.7394157595751,7.564707526928041,pop2003,1039
Montana,Granite County,0,2003,30039,670.5587920118498,4.9316578591429945,pop2003,2861
Montana,Hill County,0,2003,30041,253.19148162187423,6.1589814840469215,pop2003,16195
Montana,Jefferson County,0,2003,30043,439.09681445605133,5.64463785249893,pop2003,10307
Montana,Judith Basin County,0,2003,30045,473.20595776593245,6.032412938129755,pop2003,2184
Montana,Lake County,0,2003,30047,640.5428670578749,7.005095940459435,pop2003,27094
Montana,Lewis and Clark County,0,2003,30049,558.2210948163953,5.669733624143493,pop2003,56889
Montana,Liberty County,0,2003,30051,239.93587027484105,6.51500825746822,pop2003,2012
Montana,Lincoln County,0,2003,30053,731.2103799416201,5.564614423348086,pop2003,18558
Montana,McCone County,0,2003,30055,346.56925747271663,6.919431725728143,pop2003,1778
Montana,Madison County,0,2003,30057,513.7520948244585,5.013620767199759,pop2003,6820
Montana,Meagher County,0,2003,30059,491.59142819359187,4.808343844186692,pop2003,1923
Montana,Mineral County,0,2003,30061,1017.5217275173865,6.356491633664782,pop2003,3835
Montana,Missoula County,0,2003,30063,801.8456422825864,6.081754644042567,pop2003,99832
Montana,Musselshell County,0,2003,30065,332.2020722365961,8.45664290247894,pop2003,4401
Montana,Park County,0,2003,30067,637.5924786249797,4.282576730218716,pop2003,15622
Montana,Petroleum County,0,2003,30069,315.549093744896,8.470177535811368,pop2003,484
Montana,Phillips County,0,2003,30071,329.399904129353,6.598458551853261,pop2003,4193
Montana,Pondera County,0,2003,30073,367.2376623638606,6.2025615813368455,pop2003,6124
Montana,Powder River County,0,2003,30075,343.5219747570978,8.200714076774707,pop2003,1815
Montana,Powell County,0,2003,30077,695.2829073880296,5.0256745109931185,pop2003,6863
Montana,Prairie County,0,2003,30079,300.9818492159948,7.206958329789691,pop2003,1157
Montana,Ravalli County,0,2003,30081,911.7706482498734,5.3735185116529465,pop2003,38305
Montana,Richland County,0,2003,30083,361.5095407846812,6.389374213605314,pop2003,9080
Montana,Roosevelt County,0,2003,30085,356.06097263760034,5.364856391041367,pop2003,10313
Montana,Rosebud County,0,2003,30087,347.5472121348579,8.239954352378845,pop2003,9216
Montana,Sanders County,0,2003,30089,740.4807055221956,6.836489937914689,pop2003,10383
Montana,Sheridan County,0,2003,30091,306.5805798423168,4.484754403703449,pop2003,3631
Montana,Silver Bow County,0,2003,30093,444.1433330717541,4.580142858482542,pop2003,33052
Montana,Stillwater County,0,2003,30095,422.04753200824445,7.5483902389995565,pop2003,8334
Montana,Sweet Grass County,0,2003,30097,505.9196910151729,6.414382718871405,pop2003,3571
Montana,Teton County,0,2003,30099,400.38908047945995,6.111098274869739,pop2003,6328
Montana,Toole County,0,2003,30101,251.44720049710733,6.259598876574992,pop2003,5032
Montana,Treasure County,0,2003,30103,406.4334253132014,8.424452328550222,pop2003,742
Montana,Valley County,0,2003,30105,320.1512225115741,5.8357352225735,pop2003,7216
Montana,Wheatland County,0,2003,30107,386.36111060876414,6.627528314237241,pop2003,2102
Montana,Wibaux County,0,2003,30109,371.997517342403,6.843032767854888,pop2003,969
Montana,Yellowstone County,0,2003,30111,351.00625534387893,8.706217705945432,pop2003,133054
Nebraska,Adams County,0,2003,31001,559.1015937111595,10.614819537509572,pop2003,32140
Nebraska,Antelope County,0,2003,31003,554.8260387844509,9.272608505354988,pop2003,7134
Nebraska,Arthur County,0,2003,31005,462.7594656263079,9.658970994608742,pop2003,400
Nebraska,Banner County,0,2003,31007,401.91672214540114,9.391716412135533,pop2003,763
Nebraska,Blaine County,0,2003,31009,481.7647625151135,9.536543013557555,pop2003,531
Nebraska,Boone County,0,2003,31011,585.5545224397079,9.365506188765815,pop2003,5850
Nebraska,Box Butte County,0,2003,31013,373.77047386395157,8.921274924419336,pop2003,11498
Nebraska,Boyd County,0,2003,31015,436.46773747035434,9.274881873811994,pop2003,2297
Nebraska,Brown County,0,2003,31017,525.1574877254927,9.63219431297264,pop2003,3446
Nebraska,Buffalo County,0,2003,31019,549.6921353223847,10.30954621477825,pop2003,43208
Nebraska,Burt County,0,2003,31021,723.9048678749486,9.306394677413138,pop2003,7364
Nebraska,Butler County,0,2003,31023,668.7694494226477,9.947702868954165,pop2003,8741
Nebraska,Cass County,0,2003,31025,589.2636774802695,10.504585022829017,pop2003,25011
Nebraska,Cedar County,0,2003,31027,745.184129951414,9.208649785065454,pop2003,9091
Nebraska,Chase County,0,2003,31029,408.9670578451718,10.779447983292972,pop2003,3984
Nebraska,Cherry County,0,2003,31031,474.2208223261385,9.099254426793156,pop2003,5950
Nebraska,Cheyenne County,0,2003,31033,406.67812816599474,9.3350654948841445,pop2003,9822
Nebraska,Clay County,0,2003,31035,652.9293171275746,10.569878805767406,pop2003,6744
Nebraska,Colfax County,0,2003,31037,682.8644957611526,9.508968574413355,pop2003,10410
Nebraska,Cuming County,0,2003,31039,681.4475815322373,9.120576062045254,pop2003,9823
Nebraska,Custer County,0,2003,31041,511.8510112997926,9.53311883667369,pop2003,11309
Nebraska,Dakota County,0,2003,31043,816.7320525340544,9.213519292000013,pop2003,20380
Nebraska,Dawes County,0,2003,31045,410.3466952049126,9.119118480359093,pop2003,9121
Nebraska,Dawson County,0,2003,31047,510.0734493857936,10.216761962712159,pop2003,24411
Nebraska,Deuel County,0,2003,31049,430.57784376878004,10.16528136913593,pop2003,1991
Nebraska,Dixon County,0,2003,31051,774.0463420588795,9.163733249757348,pop2003,6121
Nebraska,Dodge County,0,2003,31053,647.4998815627325,9.53003223737081,pop2003,35818
Nebraska,Douglas County,1,2003,31055,686.457090065696,10.080209159851075,pop2003,476038
Nebraska,Dundy County,0,2003,31057,425.57375102572973,11.197162310282389,pop2003,2170
Nebraska,Fillmore County,0,2003,31059,719.9743201515892,10.818356037139893,pop2003,6392
Nebraska,Franklin County,0,2003,31061,535.5094302784313,10.929652972654862,pop2003,3402
Nebraska,Frontier County,0,2003,31063,462.494383929527,10.675110444630661,pop2003,2884
Nebraska,Furnas County,0,2003,31065,513.519903916579,11.526736772977388,pop2003,5075
Nebraska,Gage County,0,2003,31067,727.3164169311524,10.951311461130778,pop2003,23161
Nebraska,Garden County,0,2003,31069,430.1684489283068,9.695804158572493,pop2003,2195
Nebraska,Garfield County,0,2003,31071,571.982118548769,9.138081598763515,pop2003,1821
Nebraska,Gosper County,0,2003,31073,517.0074292864118,10.682008361816406,pop2003,2068
Nebraska,Grant County,0,2003,31075,463.6834338743295,9.028129648806443,pop2003,681
Nebraska,Greeley County,0,2003,31077,609.8113342285156,9.514865303039551,pop2003,2562
Nebraska,Hall County,0,2003,31079,565.6858582159485,10.577028997016676,pop2003,53846
Nebraska,Hamilton County,0,2003,31081,633.6915066626764,10.597748602590253,pop2003,9389
Nebraska,Harlan County,0,2003,31083,511.97272526134145,11.3069219047373,pop2003,3653
Nebraska,Hayes County,0,2003,31085,431.02643040248324,10.768894382885524,pop2003,1086
Nebraska,Hitchcock County,0,2003,31087,467.5070184560922,11.184235187677237,pop2003,3013
Nebraska,Holt County,0,2003,31089,493.5799475999495,9.341575433836763,pop2003,10903
Nebraska,Hooker County,0,2003,31091,440.0748419383215,9.431389513469878,pop2003,738
Nebraska,Howard County,0,2003,31093,596.9507931795987,10.443640145388516,pop2003,6570
Nebraska,Jefferson County,0,2003,31095,787.4472704800693,11.195445537567139,pop2003,8021
Nebraska,Johnson County,0,2003,31097,753.3921661376953,10.703783321380616,pop2003,5015
Nebraska,Kearney County,0,2003,31099,522.7920009613038,10.58919997215271,pop2003,6771
Nebraska,Keith County,0,2003,31101,444.3931130049471,10.30408380702584,pop2003,8334
Nebraska,Keya Paha County,0,2003,31103,533.935556786692,9.473374317853878,pop2003,953
Nebraska,Kimball County,0,2003,31105,428.26208305358887,9.008953975306618,pop2003,3870
Nebraska,Knox County,0,2003,31107,618.9932450639441,9.63374914006984,pop2003,8957
Nebraska,Lancaster County,1,2003,31109,719.8823106032152,10.53944452725924,pop2003,261884
Nebraska,Lincoln County,0,2003,31111,476.2392329300622,10.034856110168018,pop2003,34522
Nebraska,Logan County,0,2003,31113,441.1029545177113,9.65372727134011,pop2003,731
Nebraska,Loup County,0,2003,31115,568.771917786261,9.33711239785859,pop2003,733
Nebraska,McPherson County,0,2003,31117,458.53171730041504,9.663040064275265,pop2003,520
Nebraska,Madison County,0,2003,31119,600.498251905719,9.18617308718487,pop2003,35761
Nebraska,Merrick County,0,2003,31121,638.9713362630208,10.82563217163086,pop2003,7981
Nebraska,Morrill County,0,2003,31123,423.6547187045539,9.590362024513674,pop2003,5161
Nebraska,Nance County,0,2003,31125,621.900936126709,10.292467430233955,pop2003,3730
Nebraska,Nemaha County,0,2003,31127,747.3155737704918,10.993999246691095,pop2003,7083
Nebraska,Nuckolls County,0,2003,31129,691.7911356145686,10.982819578864358,pop2003,4806
Nebraska,Otoe County,0,2003,31131,633.9518179845328,10.670964221761684,pop2003,15334
Nebraska,Pawnee County,0,2003,31133,776.0898428252249,11.052122462879527,pop2003,2855
Nebraska,Perkins County,0,2003,31135,394.9452499389648,10.451459616422653,pop2003,3014
Nebraska,Phelps County,0,2003,31137,542.6416450051701,10.611718155356014,pop2003,9538
Nebraska,Pierce County,0,2003,31139,632.7739782846102,9.457544819001228,pop2003,7591
Nebraska,Platte County,0,2003,31141,676.5803736036069,9.69871726882792,pop2003,30911
Nebraska,Polk County,0,2003,31143,617.5535815794077,10.440563443881363,pop2003,5409
Nebraska,Red Willow County,0,2003,31145,499.4762496948242,11.155478417873383,pop2003,11197
Nebraska,Richardson County,0,2003,31147,746.7530142542828,11.222708828477975,pop2003,8861
Nebraska,Rock County,0,2003,31149,581.0385794933932,9.346089816387789,pop2003,1583
Nebraska,Saline County,0,2003,31151,691.2309105613015,10.83446827801791,pop2003,14107
Nebraska,Sarpy County,0,2003,31153,618.5133291391226,10.284118554531,pop2003,131988
Nebraska,Saunders County,0,2003,31155,645.4000909478815,9.988334062937144,pop2003,19956
Nebraska,Scotts Bluff County,0,2003,31157,357.304412393009,9.58294300472035,pop2003,36467
Nebraska,Seward County,0,2003,31159,658.4798990885416,10.456437284296209,pop2003,16533
Nebraska,Sheridan County,0,2003,31161,422.30491132132613,8.741457062733325,pop2003,5760
Nebraska,Sherman County,0,2003,31163,614.2106836492366,9.786278941414572,pop2003,3130
Nebraska,Sioux County,0,2003,31165,373.30011660553686,8.314426365286804,pop2003,1466
Nebraska,Stanton County,0,2003,31167,679.1927786933052,9.209311962127686,pop2003,6476
Nebraska,Thayer County,0,2003,31169,887.6034088134766,11.108263698491184,pop2003,5550
Nebraska,Thomas County,0,2003,31171,443.0423017229353,9.576130586957175,pop2003,654
Nebraska,Thurston County,0,2003,31173,809.6020872201492,9.283778631865088,pop2003,7137
Nebraska,Valley County,0,2003,31175,590.7797601538969,9.526037112776056,pop2003,4535
Nebraska,Washington County,0,2003,31177,645.3731325064133,9.678449573801524,pop2003,19347
Nebraska,Wayne County,0,2003,31179,721.2580574883355,9.228273643387688,pop2003,9553
Nebraska,Webster County,0,2003,31181,559.4592011191628,10.686615066094832,pop2003,3830
Nebraska,Wheeler County,0,2003,31183,545.7571691647925,9.26948825759117,pop2003,797
Nebraska,York County,0,2003,31185,624.651314783578,10.579863577178031,pop2003,14263
Nevada,Churchill County,0,2003,32001,168.07173605412433,11.639115378883854,pop2003,24047
Nevada,Clark County,3,2003,32003,188.3156871985126,18.436362434301945,pop2003,1572924
Nevada,Douglas County,0,2003,32005,299.35310265113566,9.311910263423261,pop2003,43942
Nevada,Elko County,0,2003,32007,338.93814256644754,8.087664161030787,pop2003,43487
Nevada,Esmeralda County,0,2003,32009,149.09758919307163,11.906048542686872,pop2003,813
Nevada,Eureka County,0,2003,32011,271.30613688477274,8.92484485025656,pop2003,1447
Nevada,Humboldt County,0,2003,32013,271.2627485221204,10.006875796622953,pop2003,16562
Nevada,Lander County,0,2003,32015,271.75003471070033,9.722185426318386,pop2003,4864
Nevada,Lincoln County,0,2003,32017,238.59832233708997,13.098303170060023,pop2003,4205
Nevada,Lyon County,0,2003,32019,147.3984542509735,11.232371573944572,pop2003,39890
Nevada,Mineral County,0,2003,32021,173.4563257227324,10.665369199921395,pop2003,4705
Nevada,Nye County,0,2003,32023,208.42901868517492,11.344030706345796,pop2003,35424
Nevada,Pershing County,0,2003,32027,228.65550990158695,11.13177044384266,pop2003,6369
